Date,Track,RaceNumber,HorseNumber,HorseName,Weight,RSRLastRun,Barrier,Jockey,Odds,Trainer,RunsFromSpell,DaysSinceLastRun,LastStartFinishPosition,Distance,Age,Starts,FinishPosition,RSR 
4/11/2023,Morphettville,9,3,Captain Envious,56,89.19999971,4,Callan Murray,8.5,P A Preusker,3,13,3,1800,5,13,2,90.18888888
4/11/2023,Morphettville,9,4,Arran Bay,56,85.40000014,8,Lachlan Neindorf,4.800000191,P Stokes,7,17,5,1800,5,23,4,89.57777776
4/11/2023,Morphettville,9,5,Pudding,56,86.3,1,Jake Toeroek,7,R & C Jolly,4,14,1,1800,5,20,1,90.8
4/11/2023,Morphettville,9,6,Montepulciano,56,79.38888889,2,Kayla Crowther,21,R & C Jolly,10,14,4,1800,6,35,8,81.4805557
4/11/2023,Morphettville,9,7,Excelman,56,79.68055556,6,D Tourneur,81,K McKerlie & W Hornhardt,6,14,3,1800,7,30,7,83.925
4/11/2023,Morphettville,9,9,Thought Provoking,55,83.07941207,10,Jacob Opperman,14,M G Price & M C Kent,2,21,8,1800,6,16,9,79.61111082
4/11/2023,Morphettville,9,10,Party Princess,54.5,83.428125,5,J Holder,2.900000095,A J Gluyas,4,21,6,1800,4,14,3,88.98888888
4/11/2023,Morphettville,9,12,Arugamama,53.5,81.53749992,3,Teagan Voorham,14,A J Gluyas,4,21,4,1800,4,11,5,83.60555541
4/11/2023,Morphettville,10,1,My Khalifa,61,74.22187434,2,Lachlan Neindorf,21,G Richards & D Moyle,0,168,10,1200,5,25,2,93.57083333
4/11/2023,Morphettville,10,2,Struck By,59,82.45000012,12,Alana Livesey,3.299999952,Travis Doudle,1,14,4,1200,6,25,4,91.28333332
4/11/2023,Morphettville,10,3,River Twain,56.5,43.50000095,4,Ben Price,101,D C Saxon,1,14,8,1200,6,27,12,37.95000175
4/11/2023,Morphettville,10,4,Kentucky Casanova,57.5,76.88333344,10,Jake Toeroek,3.700000048,Michael Huglin,0,245,4,1200,6,11,3,90.54166666
4/11/2023,Morphettville,10,5,Ocean Reward,57.5,86.59523822,6,Todd Pannell,8.5,M C Webb,1,21,4,1200,7,34,1,91
4/11/2023,Morphettville,10,6,Oh Mo,56.5,89.04285714,7,Teagan Voorham,41,S Burford,0,70,8,1200,9,51,7,81.95000022
4/11/2023,Morphettville,10,7,Bubble Over,54,73.90000024,1,Kayla Crowther,18,J F Macmillan,2,14,6,1200,5,22,5,82.92916678
4/11/2023,Morphettville,10,8,Rich Gina,54,84.60000012,9,D Tourneur,7.5,Peter & Belinda Blanch,5,14,3,1200,5,20,9,78.11666645
4/11/2023,Morphettville,10,9,Wonderwomen,54,81.45000048,3,Jacob Opperman,6.5,Aaron Bain & Ned Taylor,2,17,9,1200,5,19,8,79.03333333
4/11/2023,Morphettville,10,10,Classy Kenny,54,79.87142882,5,D Caboche,41,J Hickmott & C Riggs,16,14,7,1200,6,40,11,72.15833333
4/11/2023,Morphettville,10,11,Outpost,51,76.15,11,P N Wong,26,G Karayannis,6,14,5,1200,7,40,10,74.79999956
4/11/2023,Morphettville,10,12,Bamyan Buddha,54,81.1625,8,Harry Grace,51,Grant Young,1,14,7,1200,5,21,6,81.55416645
4/11/2023,Mortlake,1,1,Apricus,59.5,52.25297073,3,Neil Farley,26,Clint Marshall,1,24,10,1600,4,6,4,66.23437504
4/11/2023,Mortlake,1,2,Gracestar,59.5,37.31153846,4,Tahlia Hope,101,E Fouchard & R Foster,1,14,10,1600,4,2,9,31.34374869
4/11/2023,Mortlake,1,3,Immorality,59.5,48.99999971,1,Alana Kelly,51,John Markovic,5,23,11,1600,9,15,6,63.65624984
4/11/2023,Mortlake,1,4,Kodiak Bear,59.5,NULL,2,Tom Madden,7,Symon Wilde,0,NULL,NULL,1600,4,0,2,69.328125
4/11/2023,Mortlake,1,5,Mystery Deel,59.5,60.05,7,Will Price,26,Ms M Cunningham,0,90,4,1600,4,4,3,67.09375004
4/11/2023,Mortlake,1,6,Skinz Dandy,59.5,56.70000057,8,J Lorensini,3.599999905,Ms M Cunningham,0,127,7,1600,6,4,7,63.14062492
4/11/2023,Mortlake,1,7,Time Lucas,57.5,56.40000029,9,Tayla Childs,16,J B Howard,0,128,5,1600,5,7,8,55.52500033
4/11/2023,Mortlake,1,8,Desert Anthem,58,58.36785719,6,W Gordon,2.450000048,Matthew Cumani,1,21,6,1600,3,1,1,68.3
4/11/2023,Mortlake,1,9,Ahtohallan,57.5,57.884375,5,A Darmanin,4.800000191,A M Burns,22,9,6,1600,5,29,5,62.57187516
4/11/2023,Mortlake,2,1,Bushtocity,58,60.40000095,4,Ryan Houston,9,P A Chow,3,12,7,1300,4,5,9,39.91923117
4/11/2023,Mortlake,2,2,Inala Aticus,59.5,NULL,5,Tahlia Hope,8.5,Symon Wilde,0,NULL,NULL,1300,4,0,8,51.69615425
4/11/2023,Mortlake,2,3,Navy Street,59.5,67.3500001,6,W Gordon,11,Thomas Sadler,1,14,3,1300,5,12,3,64.81153846
4/11/2023,Mortlake,2,4,Spring Bean,59.5,57.80000044,9,Laura Lafferty,91,Ben O'Farrell,0,91,6,1300,4,1,5,56.77307652
4/11/2023,Mortlake,2,5,Maximum Power,58,58.16896624,1,Fred W Kersley,7.5,Leon & Troy Corstens,1,18,8,1300,3,1,4,62.55384615
4/11/2023,Mortlake,2,6,Shake'n'bake,58,69.23750011,2,J Lorensini,1.799999952,Andrew Bobbin,1,16,2,1300,3,2,2,67.20769228
4/11/2023,Mortlake,2,8,Inyati,57.5,56.32777807,10,A Darmanin,51,Jamie Edwards,4,39,9,1300,4,5,7,50.51923077
4/11/2023,Mortlake,2,9,Fairytale Bliss,56,61.97916667,8,Neil Farley,21,Matthew Cumani,2,14,5,1300,3,5,1,67.3
4/11/2023,Mortlake,2,10,Xtra Gamble,56,60.59999956,3,Melissa Julius,61,Ms D Loos,1,14,6,1300,3,1,6,51.8576919
4/11/2023,Mortlake,2,11,Chilli Jam,57.5,62.1083329,7,Will Price,10,Paul & Tracey Templeton,3,13,7,1300,4,8,10,38.03846235
4/11/2023,Mortlake,3,1,Albanian Bay,59.5,56.95191224,2,W Gordon,2.700000048,P Koumis,4,50,8,1300,4,12,1,82.6
4/11/2023,Mortlake,3,2,Celtic Lightning,59.5,50.01250087,3,Alana Kelly,21,Yoshitomo Shima,0,123,11,1300,4,14,7,66.0999996
4/11/2023,Mortlake,3,3,It's Who You Know,59.5,55.88367347,4,Melissa Julius,31,Michele Denham,0,190,8,1300,4,1,4,68.85
4/11/2023,Mortlake,3,4,Shepmate,59.5,53.02187467,10,Luke Dempsey,31,Mick Shepherdson,0,142,14,1300,4,3,5,68.63846174
4/11/2023,Mortlake,3,5,Trusting You,59.5,55.51785724,5,Ms A Herrmann,21,Deanne Taylor,6,13,4,1300,6,16,6,67.1576919
4/11/2023,Mortlake,3,6,No Outcast,58,72.66538459,9,Neil Farley,3.5,C Maher & D Eustace,5,19,2,1300,3,6,2,72.30384575
4/11/2023,Mortlake,3,7,Famous Strike,57.5,67.44230769,1,A Darmanin,6,A J Dudley,5,14,2,1300,5,14,3,69.78846113
4/11/2023,Mortlake,3,8,Go Gemma,57.5,NULL,7,Laura Lafferty,81,Bryan Marsden,0,NULL,NULL,1300,6,0,10,34.884617
4/11/2023,Mortlake,3,9,Mee Two,57.5,52.32499963,8,J Lorensini,13,Andrew Bobbin,5,12,8,1300,4,9,8,58.15384575
4/11/2023,Mortlake,3,10,I'm Back Baby,56,NULL,6,Will Price,7.5,Tom Dabernig,0,NULL,NULL,1300,3,0,9,46.37692267
4/11/2023,Mortlake,4,1,Stirrup,59,65.77083333,4,Laura Lafferty,4.800000191,Mark Stephenson,13,7,5,1300,7,93,3,71.70769228
4/11/2023,Mortlake,4,2,Verdi,58.5,63.21650143,7,W Gordon,4.400000095,Ms B O'Loughlin,2,24,6,1300,8,29,5,70.03846159
4/11/2023,Mortlake,4,3,Bunumburt,57.5,61.35833355,3,Melissa Julius,12,Bob & Kane Post,2,7,7,1300,12,95,4,70.2961539
4/11/2023,Mortlake,4,4,Masina,57,59.11250022,9,Ms C Puls,6.5,K T Bourke,12,7,8,1300,5,30,6,66.72307672
4/11/2023,Mortlake,4,5,Artocracy,53,58.51785752,8,Jordyn Weatherley,21,Peter Lafferty,4,41,10,1300,4,13,7,62.04230789
4/11/2023,Mortlake,4,6,Let's Atom,56.5,66.90000048,1,Tom Madden,7,S R Fisher,23,21,9,1300,10,76,2,71.18846154
4/11/2023,Mortlake,4,7,Mikki Magic,52.5,63.5,6,Bailey Kinninmont,5.5,Smiley Chan,1,14,1,1300,5,10,1,68.2
4/11/2023,Mortlake,4,8,Go Now,56,54.1958329,10,Will Price,10,Ms M Cunningham,5,7,8,1300,4,17,9,60.84615344
4/11/2023,Mortlake,4,9,Lady Annabel,55,63.16270649,2,Ms K Walters,15,Wayne Walters,3,24,8,1300,11,78,8,60.46923097
4/11/2023,Mortlake,4,10,Anges,55,55.47142932,5,Ms A Herrmann,101,Bryan Dowsett,2,41,7,1300,9,44,10,58.56538462
4/11/2023,Mortlake,5,1,Albanian Wrestler,57.5,62.79230689,8,Tayla Childs,4.400000095,P Koumis,4,51,9,1100,4,7,1,74.5
4/11/2023,Mortlake,5,2,Cote Des Bar,58,63.26153856,6,Ryan Houston,12,Clint Marshall,3,14,5,1100,5,19,6,65.14999976
4/11/2023,Mortlake,5,4,Lakota Blaze,59.5,51.83815117,4,W Gordon,41,Ben O'Farrell,0,408,7,1100,4,3,7,62.10000024
4/11/2023,Mortlake,5,5,Sign From Above,59.5,80.39999999,3,Fred W Kersley,2.200000048,Leon & Troy Corstens,1,21,2,1100,4,1,2,75.85
4/11/2023,Mortlake,5,7,Let Her Rain,57.5,52.1708329,1,J Lorensini,4.199999809,Ms M Cunningham,0,109,6,1100,4,2,4,69.25000024
4/11/2023,Mortlake,5,9,Saint Rose,57.5,NULL,5,Tom Madden,21,Aaron Purcell,0,NULL,NULL,1100,4,0,8,52.49999952
4/11/2023,Mortlake,5,10,Magical Eye,56,36.65000191,7,Alana Kelly,41,Yoshitomo Shima,1,16,8,1100,3,2,5,64.79999976
4/11/2023,Mortlake,5,12,Foxpath,59.5,60.37499948,2,Neil Farley,9,C J Cassar,2,14,4,1100,6,11,3,72.09999994
4/11/2023,Mortlake,6,1,Prince Sonic,62,78.9,10,Campbell Rawiller,3.799999952,M J O'Donnell,1,21,1,1100,4,1,2,77.50000012
4/11/2023,Mortlake,6,2,Dale's Rocket,61.5,NULL,4,Ms C Puls,13,Vanessa Hutchinson,0,218,1,1100,7,12,4,68.60000048
4/11/2023,Mortlake,6,4,Thunderanlightning,61.5,68.14999976,1,L C Williams,4.800000191,K M Elford,1,12,5,1100,6,14,3,76.35000024
4/11/2023,Mortlake,6,5,Time Ruler,61.5,60.89687467,6,J Lorensini,20,Andrew Bobbin,0,291,11,1100,4,12,9,57.85
4/11/2023,Mortlake,6,6,Xcessive Gamble,61.5,73.62499987,8,Melissa Julius,4.800000191,Ms D Loos,1,16,3,1100,4,9,1,81.6
4/11/2023,Mortlake,6,7,She's Ternacious,60,63.39999952,5,Tom Madden,4.199999809,Symon Wilde,8,12,8,1100,4,10,5,61.89999976
4/11/2023,Mortlake,6,8,Any Luck,59,57.0720965,3,Ms K Walters,31,Wayne Walters,2,24,8,1100,4,2,8,56.84999905
4/11/2023,Mortlake,6,10,Mayatrix,57,31.34999809,2,Alana Kelly,61,N M Kelson,0,91,11,1100,5,6,10,49.74999952
4/11/2023,Mortlake,6,11,Strategy,57.5,68.15000007,9,Ryan Houston,11,Ms M Cunningham,1,14,3,1100,6,28,7,59.40000024
4/11/2023,Mortlake,6,12,Fabian's Spirit,56,29.24429912,7,Tayla Childs,41,Denis Daffy & Harriet Place,0,256,10,1100,8,69,6,58.45
4/11/2023,Mortlake,7,1,Budd Fox,58.5,69.623944,6,Ms C Puls,41,Henry Dwyer,1,24,7,2000,8,41,9,47.70000057
4/11/2023,Mortlake,7,2,Samedi,56.5,80.19999985,7,Ryan Houston,2.049999952,Charlotte Littlefield,4,10,8,2000,5,19,2,86.9
4/11/2023,Mortlake,7,3,Sous Les Nuages,57,77.45000029,8,Neil Farley,9,Matthew Cumani,0,203,6,2000,7,30,1,87.6
4/11/2023,Mortlake,7,4,Morton's Fork,55.5,71.69999971,3,Fred W Kersley,15,L Smith,2,13,8,2000,10,84,5,83.25000014
4/11/2023,Mortlake,7,5,Fast 'n' Forward,55,65.20000057,5,Ms K Walters,51,Wayne Walters,4,13,9,2000,7,36,8,67.40000057
4/11/2023,Mortlake,7,6,Bossy Britches,55,76.59999971,1,Tahlia Hope,17,M A O'Leary,3,13,5,2000,8,41,6,76.70000029
4/11/2023,Mortlake,7,7,Riotous Mischief,55,84.3,2,Tom Madden,6,Andrew Bobbin,6,7,1,2000,8,41,7,72.20000029
4/11/2023,Mortlake,7,8,Duhlata,55,81.65000014,9,A Darmanin,7.5,Adam Chambers,5,14,5,2000,5,14,4,83
4/11/2023,Mortlake,7,9,Yellowbrick Road,55,80.4,4,Laura Lafferty,8.5,P Kearney,1,27,1,2000,5,9,3,85.54999998
4/11/2023,Mortlake,8,1,Cable Dancer,61,74.9,3,Ryan Houston,3,Charlotte Littlefield,5,14,1,2000,4,10,3,78.89999996
4/11/2023,Mortlake,8,2,Assignment,61,74.9,6,W Gordon,8,Matthew Cumani,7,21,1,2000,5,14,9,65.84999971
4/11/2023,Mortlake,8,3,Back In Action,61,75.28888888,1,A Darmanin,3.5,Vanessa Hutchinson,2,13,3,2000,7,26,2,79.19999999
4/11/2023,Mortlake,8,4,Dirt On Harry,61,69.51944474,8,J Lorensini,6,Andrew Bobbin,2,13,6,2000,7,23,1,79.8
4/11/2023,Mortlake,8,6,Walk In The Woods,60.5,68.4,5,Tom Madden,9.5,Tom Dabernig,1,14,1,2000,4,4,6,70.69999971
4/11/2023,Mortlake,8,7,Fast Foils,60,65.7,9,Ms C Puls,81,Wayne Walters,4,6,6,2000,9,69,5,72.10000014
4/11/2023,Mortlake,8,8,Gordon Bleu,59.5,61.9,2,Will Price,31,Dan O'Sullivan,5,12,9,2000,4,6,10,49.50000057
4/11/2023,Mortlake,8,9,Scottish Gold,59,70.92704201,7,Neil Farley,21,Daniel Bowman,2,24,2,2000,4,5,8,66.04999943
4/11/2023,Mortlake,8,10,Ripple Effect,58,72.30000004,4,Alana Kelly,15,M J Williams,4,12,3,2000,4,6,4,73.04999986
4/11/2023,Mortlake,8,11,Ryan Wayne,59,65.8,10,Ms K Walters,31,Wayne Walters,4,12,8,2000,6,9,7,67.99999971
4/11/2023,Newcastle,1,1,Hard Pick,57.5,71,3,A Adkins,14,Edward Cummings,3,16,1,1500,3,6,5,67.50000035
4/11/2023,Newcastle,1,3,Uncle Harry,57.5,72.91874992,1,Jenny Duggan,4.400000095,P M Perry,3,23,3,1500,3,5,2,80.14999998
4/11/2023,Newcastle,1,4,Genzano,55.5,80.3,5,G Buckley,1.649999976,P Messara & L Gavranich,2,19,1,1500,3,3,1,79.1
4/11/2023,Newcastle,1,5,Zoe,55.5,68,2,K S Latham,7,Craig Carmody,1,18,1,1500,3,3,4,74.33333351
4/11/2023,Newcastle,1,6,Exceed Perfection,55,74.73333333,4,Mitchell Bell,8.5,P & P Snowden,5,28,2,1500,3,7,3,75.21666671
4/11/2023,Newcastle,2,1,Just Wai,59,55.52222222,1,A Bullock,31,J C Coyle,5,21,7,900,5,11,4,73.31111104
4/11/2023,Newcastle,2,2,Duke Of Bronte,57.5,64.55000013,5,Mitchell Bell,2.049999952,Joseph Pride,1,16,4,900,3,1,6,65.38888903
4/11/2023,Newcastle,2,3,Power Spark,57.5,NULL,2,K S Latham,8.5,Andrew Macdonald,0,NULL,NULL,900,3,0,5,66.30555556
4/11/2023,Newcastle,2,4,Spiritchaser,57,72.45,6,A Adkins,3.700000048,J G Sargent,0,163,2,900,4,8,3,71.71111104
4/11/2023,Newcastle,2,5,In My Dreams,55.5,49.68333333,4,C Reith,5,Michael Freedman,2,35,11,900,3,3,2,73.56666659
4/11/2023,Newcastle,2,8,Willingale,55.5,70.35555552,3,Ms J Taylor,12,P M Perry,3,21,2,900,3,4,1,75.4
4/11/2023,Newcastle,3,1,Sharkim,59.5,56.52500105,1,A Bullock,4.599999905,G McFarlane,0,238,5,900,5,14,1,77.3
4/11/2023,Newcastle,3,2,Boogielu,59,55.2333345,7,S Lisnyy,41,C J Besters,1,35,9,900,5,14,10,49.70555672
4/11/2023,Newcastle,3,3,Forms Of Fear,58,73.96111115,8,A B Collett,4.800000191,David Pfieffer,3,18,2,900,4,9,5,72.12777792
4/11/2023,Newcastle,3,4,Omar,58,59.0388886,5,K S Latham,6.5,Patrick Cleave,4,21,6,900,8,39,2,73.65555552
4/11/2023,Newcastle,3,5,One Kind,55,66.39444444,6,Benjamin Osmond,7,Allan Kehoe,6,21,2,900,3,10,3,71.25555552
4/11/2023,Newcastle,3,6,Bottom Bar,57,52.47499895,9,G Buckley,21,Allan Kehoe,0,127,11,900,5,14,4,72.55000007
4/11/2023,Newcastle,3,7,Par Five,57,79.38750022,10,Ms J Taylor,4.800000191,P M Perry,0,119,7,900,4,13,6,71.0222223
4/11/2023,Newcastle,3,8,He's Purring,56.5,59.60000015,2,Ashley Morgan,12,D Lane,6,21,5,900,5,20,8,67.87222237
4/11/2023,Newcastle,3,9,Mrs Ed,56,71.19999997,3,Jenny Duggan,10,Allan Kehoe,3,15,3,900,4,10,7,69.91666667
4/11/2023,Newcastle,3,11,Eliseo,55,56.28749978,4,Ms L Day,61,Fabio Martino,3,21,8,900,6,20,9,64.22777807
4/11/2023,Newcastle,4,1,The Hungarian,62.5,72.30937467,8,A Bullock,11,P Messara & L Gavranich,2,21,7,1900,5,9,1,83.9
4/11/2023,Newcastle,4,2,Four O'Clock Knock,59.5,69.228125,1,Mitchell Bell,4.800000191,Bjorn Baker,1,14,2,1900,4,8,8,76.55000007
4/11/2023,Newcastle,4,3,Brynner,58,78.65555552,10,Ms J Taylor,6.5,J C Coyle,3,10,4,1900,5,24,5,79.25000002
4/11/2023,Newcastle,4,4,Commander Bell,57.5,75.37187516,9,Ashley Morgan,20,B A Partelle,17,9,6,1900,8,80,10,57.99999943
4/11/2023,Newcastle,4,5,It'sacircus,56.5,71.60625008,6,K S Latham,5,Michael Freedman,3,16,4,1900,3,3,9,64.85
4/11/2023,Newcastle,4,8,Tamar,56,75.75172414,4,Jenny Duggan,5,P M Perry,3,12,2,1900,4,11,7,76.45
4/11/2023,Newcastle,4,9,Worth Avenue,55,70,5,A Adkins,10,P & P Snowden,3,12,1,1900,3,5,3,77.15
4/11/2023,Newcastle,4,10,Gallivanter,55,72.20000014,2,G Buckley,9,David Payne,1,18,4,1900,5,14,6,75.95000007
4/11/2023,Newcastle,4,11,Zizette,55,68.0322579,3,A B Collett,12,L J Bridge,6,17,7,1900,4,8,2,77.75
4/11/2023,Newcastle,4,12,Sound And Vision,55,73.42812508,7,Ms L Day,26,Ms K Owen,3,15,7,1900,7,30,4,76.99999996
4/11/2023,Newcastle,5,1,Big Happiness,59.5,79.83333328,1,A Bullock,2.450000048,Ms K Buchanan,2,18,5,1500,6,22,6,73.95000009
4/11/2023,Newcastle,5,2,Cosmic Field,58.5,60.78846154,2,Mitchell Bell,3.599999905,Nathan Doyle,1,31,7,1500,4,5,1,79.2
4/11/2023,Newcastle,5,3,Oakfield Twilight,57.5,64.0576919,8,G Buckley,16,D Lane,4,17,6,1500,9,62,3,75.28333325
4/11/2023,Newcastle,5,4,Just Tozza,57,68.50312533,6,A B Collett,21,Ms K Buchanan,0,154,12,1500,6,27,8,54.3500007
4/11/2023,Newcastle,5,5,Harvey's Way,56.5,55.65714248,3,K S Latham,7,D I Atkins,3,18,10,1500,5,13,5,71.91666684
4/11/2023,Newcastle,5,6,Street Candi,56.5,75.21249999,7,Ashley Morgan,5.5,Ms K Buchanan,2,16,2,1500,5,20,2,75.03333338
4/11/2023,Newcastle,5,7,Alastor,56,80.14375,4,Jenny Duggan,26,J D Cooper,0,512,5,1500,6,22,7,69.50000035
4/11/2023,Newcastle,5,9,Dragon Dream,55,59.215625,5,Ms J Taylor,16,Allan Kehoe,0,266,12,1500,6,31,4,71.08333316
4/11/2023,Newcastle,6,1,Oakfield Badger,59,65.6,6,A Bullock,2.5,Ms K Buchanan,1,15,2,1300,4,1,10,47.04999919
4/11/2023,Newcastle,6,2,Smart Action,59,69.55769251,8,H Van Der Hoven,6.5,Annabel Neasham,1,16,4,1300,4,1,1,66.3
4/11/2023,Newcastle,6,3,Binghamton,58.5,69.74615375,3,A B Collett,9.5,J A O'Shea,1,16,5,1300,4,6,5,62.51538456
4/11/2023,Newcastle,6,4,Taipan Legend,58.5,64.88461579,9,A Adkins,4.800000191,Richard & Will Freedman,2,10,6,1300,3,2,7,57.86153856
4/11/2023,Newcastle,6,5,Combat Crusader,58,52.01923077,10,C Reith,41,Joseph Pride,1,51,13,1300,4,1,9,47.94230729
4/11/2023,Newcastle,6,6,Ekeler,57.5,68.24642876,4,Ms L Day,19,C Maher & D Eustace,0,130,3,1300,3,2,6,58.54230789
4/11/2023,Newcastle,6,7,Majorian,57.5,NULL,1,K S Latham,26,Annabel Neasham,0,NULL,NULL,1300,3,0,4,62.3500001
4/11/2023,Newcastle,6,8,Sizzling Boy,57,42.675,2,G Buckley,61,Nikki Hodgson,2,22,10,1300,5,2,8,48.1999996
4/11/2023,Newcastle,6,9,Chilly Charlie,56.5,66.01250022,5,A Gibbons,5.5,C Maher & D Eustace,1,21,4,1300,3,1,3,61.76153836
4/11/2023,Newcastle,6,10,Reggae Fire,56.5,66.59583311,7,Mitchell Bell,19,C J Waller,0,129,5,1300,3,2,2,63.24230769
4/11/2023,Newcastle,7,3,Oakfield Zena,59,NULL,2,A Bullock,11,D Lane,0,NULL,NULL,1300,4,0,8,61.49615385
4/11/2023,Newcastle,7,6,Nicci's Gem,58.5,63.21666645,3,Ms L Day,5.5,R J Quinton,0,175,10,1300,4,2,2,67.86538459
4/11/2023,Newcastle,7,8,Miss Brittany,57.5,NULL,8,Mitchell Bell,14,C J Waller,0,NULL,NULL,1300,3,0,7,61.77692318
4/11/2023,Newcastle,7,9,Ny Kee,57.5,57.37916661,4,A Adkins,4.599999905,P & P Snowden,2,14,3,1300,3,2,9,58.18076923
4/11/2023,Newcastle,7,10,Sensory,57.5,NULL,7,G Buckley,11,C J Waller,0,NULL,NULL,1300,3,0,3,66.43076918
4/11/2023,Newcastle,7,11,Way To Divine,57,52.77500044,1,Ashley Morgan,16,Bjorn Baker,1,20,4,1300,3,1,6,63.28076928
4/11/2023,Newcastle,7,12,Galaxy Field,57,56.40416656,5,K S Latham,3.099999905,J A O'Shea,1,14,6,1300,3,1,4,63.91538456
4/11/2023,Newcastle,7,14,Cosmos,56.5,57.49166672,6,C Reith,7,James Cummings,2,14,4,1300,3,2,1,66.9
4/11/2023,Newcastle,7,17,Slipstreaming,56,58.48333368,9,A B Collett,21,Joseph Pride,0,170,9,1300,4,4,5,63.11538456
4/11/2023,Newcastle,8,2,Let's Go Bro,59.5,80.58333332,4,Ms J Taylor,2.25,J M Austin,1,21,2,1300,4,4,5,75.20384605
4/11/2023,Newcastle,8,3,Sir Artie,59,70.39999956,5,A Adkins,16,P & P Snowden,1,14,4,1300,4,7,8,69.09230749
4/11/2023,Newcastle,8,6,Lehndorff,57.5,77.17222237,8,H Van Der Hoven,10,Annabel Neasham,0,178,8,1300,4,7,7,72.75769251
4/11/2023,Newcastle,8,7,Panic,56.5,71.70714286,1,K S Latham,4.800000191,Michael Freedman,3,18,5,1300,3,3,1,76.4
4/11/2023,Newcastle,8,8,No More Lies,55.5,61.5,6,A Gibbons,11,P & P Snowden,2,14,1,1300,3,4,2,75.6
4/11/2023,Newcastle,8,9,Rapt,55.5,68.5,7,Ashley Morgan,11,J C Deamer,2,15,1,1300,3,5,4,72.00384605
4/11/2023,Newcastle,8,11,Recap,55,68.76666638,3,A B Collett,61,Andrew Macdonald,1,18,5,1300,5,12,6,71.18076928
4/11/2023,Newcastle,8,12,Angara,56.5,67.52222183,2,Jenny Duggan,4.800000191,P M Perry,0,123,5,1300,4,11,3,74.07307687
4/11/2023,Pioneer Park,1,1,Prophesier,59,63.59999984,7,Casey Hunter,18,Ms L Lefoe,0,69,8,1200,5,6,4,64.71666623
4/11/2023,Pioneer Park,1,2,Celine,57.5,68.34999976,4,Jessie Philpot,4.199999809,Ray Viney,2,21,5,1200,7,20,3,70.85000022
4/11/2023,Pioneer Park,1,3,Omoplata,56,45.83333246,5,Ms S Wiseman,2.450000048,Ms L Lefoe,5,21,8,1200,5,20,1,77.9
4/11/2023,Pioneer Park,1,4,Bold Tropic,52.5,70.49642857,6,Lek Maloney,5.5,Greg Connor,11,13,6,1200,6,28,2,74.18333332
4/11/2023,Pioneer Park,1,5,Redenzo Lad,54,48.67500087,3,Emma Lines,10,W A Savage,11,41,6,1200,6,30,7,52.6958329
4/11/2023,Pioneer Park,1,6,Rhythmical,53,73.44999988,1,Ianish Luximon,7.5,K J Lamprecht,6,21,3,1200,10,57,6,54.64583246
4/11/2023,Pioneer Park,1,7,Vega Prince,55,58.79999976,2,P Denton,10,Ms L Lefoe,5,13,7,1200,5,20,5,58.53749913
4/11/2023,Pioneer Park,2,1,Flying Yishu,56,75.55,4,Lek Maloney,3.799999952,Greg Connor,4,21,2,1200,4,10,2,80.29583336
4/11/2023,Pioneer Park,2,2,Red Wraith,58,83.1,6,Ms S Wiseman,1.299999952,P A Gardner,3,13,1,1200,4,9,1,83.5
4/11/2023,Pioneer Park,2,3,Nalabelle,53.5,46.97500105,2,Dakota-Lee Gillett,14,P A Gardner,0,366,10,1200,4,4,6,26.96249913
4/11/2023,Pioneer Park,2,4,Pariah Conviction,53,52.50714323,1,Ianish Luximon,16,W A Savage,0,97,8,1200,4,18,4,54.9791671
4/11/2023,Pioneer Park,2,5,Shepliments,55,64.20000024,3,Jessie Philpot,51,P A Gardner,8,13,4,1200,4,15,3,60.9333329
4/11/2023,Pioneer Park,2,6,Paketta,54,52.25000048,5,Emma Lines,81,W A Savage,4,13,8,1200,4,23,5,55.32083421
4/11/2023,Pioneer Park,3,1,Rupert's Delight,57.5,75.94999952,1,Ianish Luximon,7,K J Lamprecht,0,108,2,1100,5,28,2,69.85000012
4/11/2023,Pioneer Park,3,2,Quanapirri Bay,54.5,71.1,6,Lek Maloney,10,Greg Connor,3,13,1,1100,4,3,4,61.20000012
4/11/2023,Pioneer Park,3,3,Family Ties,54,49.64583333,2,Dakota-Lee Gillett,7,Terry Gillett,0,84,7,1100,4,11,7,46.29999905
4/11/2023,Pioneer Park,3,4,Freedom Day,55.5,75.60000012,4,P Denton,6,Ms L Lefoe,1,21,4,1100,5,20,6,58.50000048
4/11/2023,Pioneer Park,3,5,Jen's Reward,55,63,3,Ms S Wiseman,31,Ms L Gillett,11,13,5,1100,5,18,1,71.1
4/11/2023,Pioneer Park,3,6,Talent Quest,54,71.57499974,7,Emma Lines,2.200000048,W A Savage,6,13,2,1100,5,25,3,66.04999988
4/11/2023,Pioneer Park,3,7,Debbonaire Boy,55,60.2708329,5,Jessie Philpot,6,Ray Viney,2,21,5,1100,7,34,5,59.09999952
4/11/2023,Pioneer Park,4,1,Rock Of Kryptonite,60.5,76.65000012,3,Jessie Philpot,2.700000048,Ray Viney,1,34,3,1000,6,22,2,82.575
4/11/2023,Pioneer Park,4,2,Intercontinental,59,67.20000006,5,Dan Morgan,6,Greg Connor,4,21,2,1000,7,47,5,62.67499948
4/11/2023,Pioneer Park,4,3,Excuses Excuses,53.5,68.12499974,1,Lek Maloney,3.599999905,Ms L Lefoe,5,13,4,1000,8,28,1,86.6
